,parameter,metab_date,metab_stream,analysis_date,PriorMean,PriorSD,L95per,median,U95per
267,DOgw,7/8/15,st9,5/23/20 7:48,9.076297349,3.529671191,2.815801263,9.00744303,14.86451907
268,sr,7/8/15,st9,5/23/20 7:48,NA,NA,1.949220608,1.974738339,2.000788293
269,bymed_GPP,7/8/15,st9,5/23/20 7:48,NA,NA,NA,6.113587729,NA
270,BS_GPP,7/8/15,st9,5/23/20 7:48,NA,NA,3.702967285,5.932555219,7.918845278
271,accept4df,7/9/15,st9,5/23/20 9:22,NA,NA,NA,0.19338,NA
272,pmaxr,7/9/15,st9,5/23/20 9:22,0.037830496,0.009457624,0.02094001,0.038695377,0.058657053
273,alphar,7/9/15,st9,5/23/20 9:22,3.85E-07,9.63E-08,2.18E-07,3.87E-07,5.80E-07
274,err,7/9/15,st9,5/23/20 9:22,-1.988452518,0.497113129,-2.955034235,-1.985113853,-1.036193664
275,Kr,7/9/15,st9,5/23/20 9:22,539.9803628,134.9950907,326.0223262,550.7683518,790.8359744
276,DOgw,7/9/15,st9,5/23/20 9:22,9.095599747,3.537177679,3.649141326,9.39602611,14.96589026
277,sr,7/9/15,st9,5/23/20 9:22,NA,NA,1.956135648,1.981424611,2.007404808
278,bymed_GPP,7/9/15,st9,5/23/20 9:22,NA,NA,NA,4.751820303,NA
279,BS_GPP,7/9/15,st9,5/23/20 9:22,NA,NA,2.862518847,4.578264435,6.161713068
280,accept4df,7/10/15,st9,5/23/20 10:56,NA,NA,NA,0.193275,NA
281,pmaxr,7/10/15,st9,5/23/20 10:56,0.033696822,0.008424205,0.017485232,0.033331595,0.049922617
282,alphar,7/10/15,st9,5/23/20 10:56,7.99E-07,2.00E-07,4.07E-07,7.94E-07,1.18E-06
283,err,7/10/15,st9,5/23/20 10:56,-2.294611429,0.573652857,-3.518117986,-2.353657283,-1.125626256
284,Kr,7/10/15,st9,5/23/20 10:56,527.5116565,131.8779141,286.6469036,525.7317379,793.8090364
285,DOgw,7/10/15,st9,5/23/20 10:56,9.092093018,3.535813951,3.978175959,9.355260944,15.07426855
286,sr,7/10/15,st9,5/23/20 10:56,NA,NA,1.950797807,1.97581289,2.00170013
287,bymed_GPP,7/10/15,st9,5/23/20 10:56,NA,NA,NA,4.236224725,NA
288,BS_GPP,7/10/15,st9,5/23/20 10:56,NA,NA,2.590785204,4.077962478,5.651046004
289,accept4df,7/11/15,st9,5/23/20 12:30,NA,NA,NA,0.192625,NA
290,pmaxr,7/11/15,st9,5/23/20 12:30,0.030763719,0.00769093,0.015717983,0.030002561,0.045415988
291,alphar,7/11/15,st9,5/23/20 12:30,9.26E-07,2.31E-07,4.22E-07,9.13E-07,1.37E-06
292,err,7/11/15,st9,5/23/20 12:30,-2.090886606,0.522721651,-3.032003791,-2.091361045,-1.146404569
293,Kr,7/11/15,st9,5/23/20 12:30,529.6330547,132.4082637,278.4491382,531.0682892,773.3509163
294,DOgw,7/11/15,st9,5/23/20 12:30,9.108307584,3.542119616,3.228951448,9.14783826,15.11723919
295,sr,7/11/15,st9,5/23/20 12:30,NA,NA,1.951366072,1.977416173,2.003406723
296,bymed_GPP,7/11/15,st9,5/23/20 12:30,NA,NA,NA,4.051564237,NA
297,BS_GPP,7/11/15,st9,5/23/20 12:30,NA,NA,2.2610307,3.910771939,5.3666116
298,accept4df,7/12/15,st9,5/23/20 14:04,NA,NA,NA,0.193175,NA
299,pmaxr,7/12/15,st9,5/23/20 14:04,0.042560338,0.010640085,0.021901886,0.042247125,0.063266342
300,alphar,7/12/15,st9,5/23/20 14:04,1.16E-06,2.90E-07,6.12E-07,1.17E-06,1.74E-06
301,err,7/12/15,st9,5/23/20 14:04,-3.210409927,0.802602482,-4.7393402,-3.255287599,-1.771459318
302,Kr,7/12/15,st9,5/23/20 14:04,683,170.75,353.0088616,677.8182002,1017.11158
303,DOgw,7/12/15,st9,5/23/20 14:04,9.000135419,3.500052663,3.986275604,9.579941699,15.30995279
304,sr,7/12/15,st9,5/23/20 14:04,NA,NA,1.940778097,1.966362126,1.992309376
305,bymed_GPP,7/12/15,st9,5/23/20 14:04,NA,NA,NA,6.089762767,NA
306,BS_GPP,7/12/15,st9,5/23/20 14:04,NA,NA,3.698161415,5.909055205,8.131013855
307,accept4df,7/13/15,st9,5/23/20 15:39,NA,NA,NA,0.19449,NA
308,pmaxr,7/13/15,st9,5/23/20 15:39,0.039282929,0.009820732,0.021680134,0.038957757,0.057012981
309,alphar,7/13/15,st9,5/23/20 15:39,1.39E-06,3.46E-07,8.00E-07,1.44E-06,2.10E-06
310,err,7/13/15,st9,5/23/20 15:39,-3.188053017,0.797013254,-4.563036058,-3.08407645,-1.580946381
311,Kr,7/13/15,st9,5/23/20 15:39,683,170.75,363.8293589,687.6478981,992.065559
312,DOgw,7/13/15,st9,5/23/20 15:39,9.020246268,3.507873549,3.463131949,9.152570534,15.15571753
313,sr,7/13/15,st9,5/23/20 15:39,NA,NA,1.935844413,1.961741392,1.987491394
314,bymed_GPP,7/13/15,st9,5/23/20 15:39,NA,NA,NA,4.530051188,NA
315,BS_GPP,7/13/15,st9,5/23/20 15:39,NA,NA,2.781533479,4.359826907,5.865300176
316,accept4df,7/14/15,st9,5/23/20 17:12,NA,NA,NA,0.193275,NA
317,pmaxr,7/14/15,st9,5/23/20 17:12,0.036348827,0.009087207,0.019485372,0.036832358,0.052779247
318,alphar,7/14/15,st9,5/23/20 17:12,1.57E-06,3.93E-07,7.25E-07,1.55E-06,2.31E-06
319,err,7/14/15,st9,5/23/20 17:12,-3.374362013,0.843590503,-5.018283464,-3.359457922,-1.808345348
320,Kr,7/14/15,st9,5/23/20 17:12,683,170.75,364.0395266,692.7047934,1008.214547
321,DOgw,7/14/15,st9,5/23/20 17:12,9.117883401,3.545843545,3.608800688,9.497658186,15.77892482
322,sr,7/14/15,st9,5/23/20 17:12,NA,NA,1.947353892,1.97287378,1.998697521
323,bymed_GPP,7/14/15,st9,5/23/20 17:12,NA,NA,NA,4.622384222,NA
324,BS_GPP,7/14/15,st9,5/23/20 17:12,NA,NA,2.59866142,4.464485057,6.097727123
325,accept4df,7/15/15,st9,5/23/20 18:45,NA,NA,NA,0.19344,NA
326,pmaxr,7/15/15,st9,5/23/20 18:45,0.043815109,0.010953777,0.023895579,0.04367834,0.064223504
327,alphar,7/15/15,st9,5/23/20 18:45,9.74E-07,2.44E-07,5.06E-07,9.58E-07,1.43E-06
328,err,7/15/15,st9,5/23/20 18:45,-2.761298991,0.690324748,-4.059116267,-2.753341295,-1.52244366
329,Kr,7/15/15,st9,5/23/20 18:45,600.1529193,150.0382298,330.992802,609.2803577,887.8126119
330,DOgw,7/15/15,st9,5/23/20 18:45,8.980617175,3.492462235,3.299487829,8.557088656,14.76088105
331,sr,7/15/15,st9,5/23/20 18:45,NA,NA,1.944122612,1.969534123,1.995647611
332,bymed_GPP,7/15/15,st9,5/23/20 18:45,NA,NA,NA,6.492122216,NA
333,BS_GPP,7/15/15,st9,5/23/20 18:45,NA,NA,4.003415008,6.334630635,8.711067838
334,accept4df,7/16/15,st9,5/23/20 4:41,NA,NA,NA,0.19326,NA
335,pmaxr,7/16/15,st9,5/23/20 4:41,0.050608659,0.012652165,0.028243133,0.050518872,0.075995162
336,alphar,7/16/15,st9,5/23/20 4:41,1.33E-06,3.31E-07,7.22E-07,1.31E-06,1.95E-06
337,err,7/16/15,st9,5/23/20 4:41,-3.798771111,0.949692778,-5.575472587,-3.750267589,-1.902354782
338,Kr,7/16/15,st9,5/23/20 4:41,642.4963064,160.6240766,361.0907431,648.1864421,918.3027059
339,DOgw,7/16/15,st9,5/23/20 4:41,9.033232374,3.512923701,2.720122657,8.881279523,14.65525917
340,sr,7/16/15,st9,5/23/20 4:41,NA,NA,1.944970184,1.970586435,1.996477933
341,bymed_GPP,7/16/15,st9,5/23/20 4:41,NA,NA,NA,6.623516063,NA
342,BS_GPP,7/16/15,st9,5/23/20 4:41,NA,NA,4.209588839,6.411043462,8.768590828
343,accept4df,7/17/15,st9,5/23/20 6:15,NA,NA,NA,0.19257,NA
344,pmaxr,7/17/15,st9,5/23/20 6:15,0.031455734,0.007863934,0.016255464,0.030629967,0.045673015
345,alphar,7/17/15,st9,5/23/20 6:15,1.32E-06,3.29E-07,7.29E-07,1.34E-06,1.96E-06
346,err,7/17/15,st9,5/23/20 6:15,-2.739593881,0.68489847,-4.098450508,-2.696056713,-1.39642574
347,Kr,7/17/15,st9,5/23/20 6:15,490.7228667,122.6807167,262.6250704,497.6788661,733.7996251
348,DOgw,7/17/15,st9,5/23/20 6:15,8.960173199,3.4845118,3.506394483,8.98370455,14.923528
349,sr,7/17/15,st9,5/23/20 6:15,NA,NA,1.939608458,1.965486005,1.991332989
350,bymed_GPP,7/17/15,st9,5/23/20 6:15,NA,NA,NA,4.888028902,NA
351,BS_GPP,7/17/15,st9,5/23/20 6:15,NA,NA,2.852147198,4.798352274,6.721557461
352,accept4df,7/18/15,st9,5/23/20 7:49,NA,NA,NA,0.19286,NA
353,pmaxr,7/18/15,st9,5/23/20 7:49,0.044594885,0.011148721,0.023020043,0.043638497,0.065860613
354,alphar,7/18/15,st9,5/23/20 7:49,1.47E-06,3.68E-07,7.70E-07,1.48E-06,2.23E-06
355,err,7/18/15,st9,5/23/20 7:49,-3.246729277,0.811682319,-4.682194463,-3.193110084,-1.688701837
356,Kr,7/18/15,st9,5/23/20 7:49,631.3678816,157.8419704,351.8811763,627.9416894,904.3471318
357,DOgw,7/18/15,st9,5/23/20 7:49,8.971616357,3.488961917,4.67612596,8.861621986,13.46561787
358,sr,7/18/15,st9,5/23/20 7:49,NA,NA,1.941499011,1.967129697,1.992821905
359,bymed_GPP,7/18/15,st9,5/23/20 7:49,NA,NA,NA,7.406491648,NA
360,BS_GPP,7/18/15,st9,5/23/20 7:49,NA,NA,4.278074341,7.279063599,10.24988557
361,accept4df,7/20/15,st9,5/23/20 9:22,NA,NA,NA,0.191605,NA
362,pmaxr,7/20/15,st9,5/23/20 9:22,0.031629301,0.007907325,0.016503915,0.031606043,0.047345474
363,alphar,7/20/15,st9,5/23/20 9:22,1.14E-06,2.85E-07,5.89E-07,1.13E-06,1.70E-06
364,err,7/20/15,st9,5/23/20 9:22,-1.761466825,0.440366706,-2.653465151,-1.772730581,-0.860739042
365,Kr,7/20/15,st9,5/23/20 9:22,513.3291697,128.3322924,287.8863424,524.3574502,763.0465714
366,DOgw,7/20/15,st9,5/23/20 9:22,9.263029714,3.602289333,4.754095247,9.126079363,13.19308454
367,sr,7/20/15,st9,5/23/20 9:22,NA,NA,1.970708789,1.996065628,2.021952122
368,bymed_GPP,7/20/15,st9,5/23/20 9:22,NA,NA,NA,4.851942048,NA
369,BS_GPP,7/20/15,st9,5/23/20 9:22,NA,NA,2.819507829,4.694155095,6.689206915
370,accept4df,7/21/15,st9,5/23/20 10:56,NA,NA,NA,0.19141,NA
371,pmaxr,7/21/15,st9,5/23/20 10:56,0.043788185,0.010947046,0.022861815,0.043540823,0.064495441
372,alphar,7/21/15,st9,5/23/20 10:56,8.74E-07,2.19E-07,4.88E-07,8.74E-07,1.30E-06
373,err,7/21/15,st9,5/23/20 10:56,-1.813242474,0.453310618,-2.662453829,-1.805327518,-0.962145352
374,Kr,7/21/15,st9,5/23/20 10:56,483.1279632,120.7819908,263.2287297,492.0179657,713.7307075
375,DOgw,7/21/15,st9,5/23/20 10:56,9.127727011,3.549671616,4.749062581,9.023929414,13.35819956
376,sr,7/21/15,st9,5/23/20 10:56,NA,NA,1.960351858,1.985561931,2.011269568
377,bymed_GPP,7/21/15,st9,5/23/20 10:56,NA,NA,NA,5.379464682,NA
378,BS_GPP,7/21/15,st9,5/23/20 10:56,NA,NA,3.094680758,5.185024159,7.135736908
379,accept4df,7/22/15,st9,5/23/20 12:30,NA,NA,NA,0.192545,NA
380,pmaxr,7/22/15,st9,5/23/20 12:30,0.048532698,0.012133174,0.027947339,0.049999521,0.072381881
381,alphar,7/22/15,st9,5/23/20 12:30,1.39E-06,3.48E-07,6.54E-07,1.35E-06,2.02E-06
382,err,7/22/15,st9,5/23/20 12:30,-3.067294538,0.766823635,-4.607294517,-3.114098609,-1.671522242
383,Kr,7/22/15,st9,5/23/20 12:30,589.4804208,147.3701052,333.8282764,591.1611995,869.2350258
384,DOgw,7/22/15,st9,5/23/20 12:30,9.049406602,3.519213679,4.607331593,9.199212837,13.52146179
385,sr,7/22/15,st9,5/23/20 12:30,NA,NA,1.950798965,1.97626736,2.002046506
386,bymed_GPP,7/22/15,st9,5/23/20 12:30,NA,NA,NA,7.246274982,NA
387,BS_GPP,7/22/15,st9,5/23/20 12:30,NA,NA,4.405689068,6.979009638,9.475376208
388,accept4df,7/23/15,st9,5/23/20 14:06,NA,NA,NA,0.191875,NA
389,pmaxr,7/23/15,st9,5/23/20 14:06,0.030023458,0.007505865,0.016622283,0.03025897,0.046295947
390,alphar,7/23/15,st9,5/23/20 14:06,8.02E-07,2.01E-07,4.05E-07,7.99E-07,1.24E-06
391,err,7/23/15,st9,5/23/20 14:06,-2.168098143,0.542024536,-3.228304851,-2.157347943,-1.033963841
392,Kr,7/23/15,st9,5/23/20 14:06,387.9336926,96.98342315,221.2271299,394.9532564,571.6585651
393,DOgw,7/23/15,st9,5/23/20 14:06,9.031323677,3.51218143,5.323199747,9.24700298,13.44854367
394,sr,7/23/15,st9,5/23/20 14:06,NA,NA,1.947296273,1.973092642,1.99919089
395,bymed_GPP,7/23/15,st9,5/23/20 14:06,NA,NA,NA,4.259187989,NA
396,BS_GPP,7/23/15,st9,5/23/20 14:06,NA,NA,2.481559934,4.138905743,5.733785532
397,accept4df,7/24/15,st9,5/23/20 15:42,NA,NA,NA,0.192295,NA
398,pmaxr,7/24/15,st9,5/23/20 15:42,0.029314866,0.007328717,0.016097341,0.029779535,0.043503337
399,alphar,7/24/15,st9,5/23/20 15:42,1.26E-06,3.16E-07,6.74E-07,1.26E-06,1.88E-06
400,err,7/24/15,st9,5/23/20 15:42,-2.347774257,0.586943564,-3.603990087,-2.404505021,-1.238850964
401,Kr,7/24/15,st9,5/23/20 15:42,387.2438575,96.81096438,235.0250804,401.7685507,578.6170073
402,DOgw,7/24/15,st9,5/23/20 15:42,9.083262044,3.532379684,5.337695037,9.145140169,13.38453729
403,sr,7/24/15,st9,5/23/20 15:42,NA,NA,1.944445491,1.970306819,1.996290382
404,bymed_GPP,7/24/15,st9,5/23/20 15:42,NA,NA,NA,3.647922483,NA
405,BS_GPP,7/24/15,st9,5/23/20 15:42,NA,NA,2.209662538,3.52057781,4.77311165
406,accept4df,7/25/15,st9,5/23/20 17:18,NA,NA,NA,0.18942,NA
407,pmaxr,7/25/15,st9,5/23/20 17:18,0.017500792,0.004375198,0.009191912,0.016855035,0.025090466
408,alphar,7/25/15,st9,5/23/20 17:18,8.99E-07,2.25E-07,4.58E-07,8.92E-07,1.35E-06
409,err,7/25/15,st9,5/23/20 17:18,-1.288277666,0.322069416,-1.94503732,-1.326040177,-0.66685303
410,Kr,7/25/15,st9,5/23/20 17:18,312,78,167.5817152,316.1606219,456.933341
411,DOgw,7/25/15,st9,5/23/20 17:18,9.146828225,3.557099865,6.124709222,9.416203188,12.98302235
412,sr,7/25/15,st9,5/23/20 17:18,NA,NA,1.952300065,1.97798755,2.003854923
413,bymed_GPP,7/25/15,st9,5/23/20 17:18,NA,NA,NA,2.093450304,NA
414,BS_GPP,7/25/15,st9,5/23/20 17:18,NA,NA,1.249642561,2.019829808,2.804584112
415,accept4df,7/26/15,st9,5/23/20 4:41,NA,NA,NA,0.192155,NA
416,pmaxr,7/26/15,st9,5/23/20 4:41,0.039945036,0.009986259,0.021585061,0.040689807,0.05920513
417,alphar,7/26/15,st9,5/23/20 4:41,1.12E-06,2.79E-07,6.13E-07,1.15E-06,1.67E-06
418,err,7/26/15,st9,5/23/20 4:41,-2.315089938,0.578772485,-3.423271225,-2.282617224,-1.148591008
419,Kr,7/26/15,st9,5/23/20 4:41,435.565273,108.8913182,243.7650164,442.7405793,652.6700347
420,DOgw,7/26/15,st9,5/23/20 4:41,9.119482357,3.546465361,4.972341163,9.112152732,13.30685972
421,sr,7/26/15,st9,5/23/20 4:41,NA,NA,1.952559561,1.97810237,2.003963773
422,bymed_GPP,7/26/15,st9,5/23/20 4:41,NA,NA,NA,4.314031869,NA
423,BS_GPP,7/26/15,st9,5/23/20 4:41,NA,NA,2.632747683,4.184830262,5.612597257
424,accept4df,7/27/15,st9,5/23/20 6:17,NA,NA,NA,0.19047,NA
425,pmaxr,7/27/15,st9,5/23/20 6:17,0.02196762,0.005491905,0.011578168,0.021657733,0.032593623
426,alphar,7/27/15,st9,5/23/20 6:17,8.59E-07,2.15E-07,4.67E-07,8.57E-07,1.29E-06
427,err,7/27/15,st9,5/23/20 6:17,-1.597302515,0.399325629,-2.362458045,-1.535342476,-0.765807028
428,Kr,7/27/15,st9,5/23/20 6:17,312,78,164.5119812,315.5377505,472.2691857
429,DOgw,7/27/15,st9,5/23/20 6:17,9.148363285,3.557696833,5.233555475,9.194945518,13.1017394
430,sr,7/27/15,st9,5/23/20 6:17,NA,NA,1.955760021,1.981572694,2.007588545
431,bymed_GPP,7/27/15,st9,5/23/20 6:17,NA,NA,NA,2.89068641,NA
432,BS_GPP,7/27/15,st9,5/23/20 6:17,NA,NA,1.717238053,2.838781419,3.899885549
433,accept4df,7/28/15,st9,5/23/20 7:52,NA,NA,NA,0.19226,NA
434,pmaxr,7/28/15,st9,5/23/20 7:52,0.023787804,0.005946951,0.012796104,0.023662198,0.035169883
435,alphar,7/28/15,st9,5/23/20 7:52,6.40E-07,1.60E-07,3.01E-07,6.27E-07,9.35E-07
436,err,7/28/15,st9,5/23/20 7:52,-1.146621582,0.286655395,-1.694619641,-1.147891515,-0.581899322
437,Kr,7/28/15,st9,5/23/20 7:52,312,78,177.1051912,321.2906568,474.255985
438,DOgw,7/28/15,st9,5/23/20 7:52,9.02979727,3.511587827,5.643825905,9.21642347,12.79027037
439,sr,7/28/15,st9,5/23/20 7:52,NA,NA,1.942865126,1.968619167,1.994569534
440,bymed_GPP,7/28/15,st9,5/23/20 7:52,NA,NA,NA,2.345985523,NA
441,BS_GPP,7/28/15,st9,5/23/20 7:52,NA,NA,1.392626251,2.279544311,3.12140931
442,accept4df,7/29/15,st9,5/23/20 9:28,NA,NA,NA,0.19314,NA
443,pmaxr,7/29/15,st9,5/23/20 9:28,0.028416545,0.007104136,0.016473068,0.029063162,0.042564737
444,alphar,7/29/15,st9,5/23/20 9:28,7.65E-07,1.91E-07,4.05E-07,7.67E-07,1.14E-06
445,err,7/29/15,st9,5/23/20 9:28,-1.864005201,0.4660013,-2.735594447,-1.863832194,-0.922885858
446,Kr,7/29/15,st9,5/23/20 9:28,312,78,175.3973882,316.4759205,456.2154921
447,DOgw,7/29/15,st9,5/23/20 9:28,9.047008294,3.518281003,4.956813815,8.969250261,13.24288968
448,sr,7/29/15,st9,5/23/20 9:28,NA,NA,1.950512063,1.976009314,2.002100301
449,bymed_GPP,7/29/15,st9,5/23/20 9:28,NA,NA,NA,3.707764362,NA
450,BS_GPP,7/29/15,st9,5/23/20 9:28,NA,NA,2.344789722,3.638284182,4.93950643
451,accept4df,7/30/15,st9,5/23/20 11:02,NA,NA,NA,0.192535,NA
452,pmaxr,7/30/15,st9,5/23/20 11:02,0.028127792,0.007031948,0.016496513,0.028155978,0.040435703
453,alphar,7/30/15,st9,5/23/20 11:02,8.13E-07,2.03E-07,4.43E-07,8.24E-07,1.20E-06
454,err,7/30/15,st9,5/23/20 11:02,-2.127187767,0.531796942,-3.125132092,-2.149879022,-1.076076544
455,Kr,7/30/15,st9,5/23/20 11:02,321.4501619,80.36254046,184.4106919,328.2833896,479.905621
456,DOgw,7/30/15,st9,5/23/20 11:02,9.11076985,3.543077164,5.556245254,9.299518555,13.0223074
457,sr,7/30/15,st9,5/23/20 11:02,NA,NA,1.954916034,1.980683971,2.006593946
458,bymed_GPP,7/30/15,st9,5/23/20 11:02,NA,NA,NA,3.715083276,NA
459,BS_GPP,7/30/15,st9,5/23/20 11:02,NA,NA,2.33958006,3.59997575,4.844349365
460,accept4df,7/31/15,st9,5/23/20 12:36,NA,NA,NA,0.191005,NA
461,pmaxr,7/31/15,st9,5/23/20 12:36,0.071194787,0.017798697,0.042997271,0.072994183,0.106003967
462,alphar,7/31/15,st9,5/23/20 12:36,6.31E-07,1.58E-07,3.35E-07,6.18E-07,9.41E-07
463,err,7/31/15,st9,5/23/20 12:36,-4.650622136,1.162655534,-6.976669205,-4.578522357,-2.511217734
464,Kr,7/31/15,st9,5/23/20 12:36,547.642152,136.910538,310.2120637,571.5489389,836.5029998
465,DOgw,7/31/15,st9,5/23/20 12:36,9.08733107,3.533962083,4.886867402,9.494536109,14.07438291
466,sr,7/31/15,st9,5/23/20 12:36,NA,NA,1.952524565,1.978559508,2.00452377
467,bymed_GPP,7/31/15,st9,5/23/20 12:36,NA,NA,NA,7.676814326,NA
468,BS_GPP,7/31/15,st9,5/23/20 12:36,NA,NA,4.709058861,7.463185578,10.00358864
469,accept4df,8/1/15,st9,5/23/20 14:11,NA,NA,NA,0.192985,NA
470,pmaxr,8/1/15,st9,5/23/20 14:11,0.037668073,0.009417018,0.019748645,0.036953377,0.0568201
471,alphar,8/1/15,st9,5/23/20 14:11,9.02E-07,2.25E-07,4.84E-07,8.86E-07,1.30E-06
472,err,8/1/15,st9,5/23/20 14:11,-2.877179351,0.719294838,-4.350437702,-2.901924826,-1.537419923
473,Kr,8/1/15,st9,5/23/20 14:11,382.4113533,95.60283832,188.0154343,371.6674882,558.2048555
474,DOgw,8/1/15,st9,5/23/20 14:11,9.22201323,3.586338478,5.674830118,9.6067343,13.55301185
475,sr,8/1/15,st9,5/23/20 14:11,NA,NA,1.966888502,1.99232338,2.018332429
476,bymed_GPP,8/1/15,st9,5/23/20 14:11,NA,NA,NA,4.164210278,NA
477,BS_GPP,8/1/15,st9,5/23/20 14:11,NA,NA,2.510269219,4.044298412,5.695097515
478,accept4df,8/2/15,st9,5/23/20 15:45,NA,NA,NA,0.192585,NA
479,pmaxr,8/2/15,st9,5/23/20 15:45,0.027484968,0.006871242,0.014621371,0.026851402,0.039350373
480,alphar,8/2/15,st9,5/23/20 15:45,1.12E-06,2.79E-07,6.18E-07,1.13E-06,1.68E-06
481,err,8/2/15,st9,5/23/20 15:45,-2.098579331,0.524644833,-3.076346888,-2.054114421,-0.989347848
482,Kr,8/2/15,st9,5/23/20 15:45,312,78,162.1083186,317.7033247,476.5721843
483,DOgw,8/2/15,st9,5/23/20 15:45,9.088597763,3.534454685,5.262942101,9.101552293,12.71069487
484,sr,8/2/15,st9,5/23/20 15:45,NA,NA,1.955733491,1.981471721,2.007793744
485,bymed_GPP,8/2/15,st9,5/23/20 15:45,NA,NA,NA,3.569453596,NA
486,BS_GPP,8/2/15,st9,5/23/20 15:45,NA,NA,2.134032756,3.493201715,4.705417594
487,accept4df,8/3/15,st9,5/23/20 17:21,NA,NA,NA,0.19268,NA
488,pmaxr,8/3/15,st9,5/23/20 17:21,0.045462023,0.011365506,0.022639787,0.043758085,0.064490351
489,alphar,8/3/15,st9,5/23/20 17:21,1.10E-06,2.76E-07,5.48E-07,1.08E-06,1.68E-06
490,err,8/3/15,st9,5/23/20 17:21,-2.859999451,0.714999863,-4.289881049,-2.821505024,-1.411702856
491,Kr,8/3/15,st9,5/23/20 17:21,386.6655838,96.66639595,223.8498442,391.8935465,578.060464
492,DOgw,8/3/15,st9,5/23/20 17:21,9.041581604,3.516170624,4.928258856,9.154629411,13.38582522
493,sr,8/3/15,st9,5/23/20 17:21,NA,NA,1.947583706,1.973579814,1.999762596
494,bymed_GPP,8/3/15,st9,5/23/20 17:21,NA,NA,NA,5.706055816,NA
495,BS_GPP,8/3/15,st9,5/23/20 17:21,NA,NA,3.241749029,5.547977729,7.666904633
496,accept4df,8/4/15,st9,5/23/20 18:54,NA,NA,NA,0.191825,NA
497,pmaxr,8/4/15,st9,5/23/20 18:54,0.043232258,0.010808065,0.023549577,0.043674903,0.0644434
498,alphar,8/4/15,st9,5/23/20 18:54,1.22E-06,3.04E-07,6.33E-07,1.21E-06,1.81E-06
499,err,8/4/15,st9,5/23/20 18:54,-3.115914305,0.778978576,-4.517432246,-3.040557512,-1.585834628
500,Kr,8/4/15,st9,5/23/20 18:54,369.7717281,92.44293202,204.4117774,375.944703,551.5663737
501,DOgw,8/4/15,st9,5/23/20 18:54,9.051305768,3.519952243,4.652453574,8.850612639,13.09352552
502,sr,8/4/15,st9,5/23/20 18:54,NA,NA,1.94758673,1.973126178,1.999314269
503,bymed_GPP,8/4/15,st9,5/23/20 18:54,NA,NA,NA,5.215846315,NA
504,BS_GPP,8/4/15,st9,5/23/20 18:54,NA,NA,3.152042189,5.083664822,6.86798862
505,accept4df,8/5/15,st9,5/23/20 4:39,NA,NA,NA,0.190575,NA
506,pmaxr,8/5/15,st9,5/23/20 4:39,0.06199458,0.015498645,0.037361124,0.063230387,0.089397413
507,alphar,8/5/15,st9,5/23/20 4:39,1.72E-06,4.30E-07,9.31E-07,1.70E-06,2.55E-06
508,err,8/5/15,st9,5/23/20 4:39,-4.492068473,1.123017118,-6.459428367,-4.330344444,-2.374780436
509,Kr,8/5/15,st9,5/23/20 4:39,481.3569683,120.3392421,286.6786185,496.2670138,716.2116814
510,DOgw,8/5/15,st9,5/23/20 4:39,8.94781108,3.479704309,4.909578028,9.106450458,13.31971103
511,sr,8/5/15,st9,5/23/20 4:39,NA,NA,1.944906598,1.970522072,1.996539526
512,bymed_GPP,8/5/15,st9,5/23/20 4:39,NA,NA,NA,8.411110246,NA
513,BS_GPP,8/5/15,st9,5/23/20 4:39,NA,NA,5.443938623,8.204714575,10.91018891
514,accept4df,8/6/15,st9,5/23/20 6:13,NA,NA,NA,0.190745,NA
515,pmaxr,8/6/15,st9,5/23/20 6:13,0.084111403,0.021027851,0.049805923,0.084168729,0.122519933
516,alphar,8/6/15,st9,5/23/20 6:13,1.92E-06,4.80E-07,1.00E-06,1.88E-06,2.80E-06
517,err,8/6/15,st9,5/23/20 6:13,-6.459436116,1.614859029,-9.610308325,-6.443334061,-3.337045514
518,Kr,8/6/15,st9,5/23/20 6:13,627.8746036,156.9686509,365.7334926,649.4785894,912.1467172
519,DOgw,8/6/15,st9,5/23/20 6:13,8.885759827,3.455573266,4.598427857,9.180455792,13.99437474
520,sr,8/6/15,st9,5/23/20 6:13,NA,NA,1.936506399,1.96194691,1.988255077
521,bymed_GPP,8/6/15,st9,5/23/20 6:13,NA,NA,NA,11.76681317,NA
522,BS_GPP,8/6/15,st9,5/23/20 6:13,NA,NA,7.536379522,11.51536044,15.55025045
523,accept4df,8/7/15,st9,5/23/20 7:46,NA,NA,NA,0.19068,NA
524,pmaxr,8/7/15,st9,5/23/20 7:46,0.086956491,0.021739123,0.052658072,0.089397495,0.127852677
525,alphar,8/7/15,st9,5/23/20 7:46,2.48E-06,6.21E-07,1.39E-06,2.49E-06,3.81E-06
526,err,8/7/15,st9,5/23/20 7:46,-7.691528866,1.922882217,-11.15655486,-7.538572567,-4.23634608
527,Kr,8/7/15,st9,5/23/20 7:46,644.7046507,161.1761627,381.6832093,646.330489,936.1030173
528,DOgw,8/7/15,st9,5/23/20 7:46,8.955919016,3.482857395,4.584410109,9.363067299,14.26597085
529,sr,8/7/15,st9,5/23/20 7:46,NA,NA,1.94256919,1.967548024,1.99374075
530,bymed_GPP,8/7/15,st9,5/23/20 7:46,NA,NA,NA,11.53725026,NA
531,BS_GPP,8/7/15,st9,5/23/20 7:46,NA,NA,7.50583505,11.2645966,15.24843946
532,accept4df,8/8/15,st9,5/23/20 9:19,NA,NA,NA,0.192885,NA
